source ID;source name;source type;mapping type;target ID;target name;target type;mapping description
S0540;Asacub;software;uses;T1401;Device Administrator Permissions;technique;[Asacub](https://attack.mitre.org/software/S0540) can request device administrator permissions.(Citation: Securelist Asacub)
S0540;Asacub;software;uses;T1444;Masquerade as Legitimate Application;technique;[Asacub](https://attack.mitre.org/software/S0540) has masqueraded as a client of popular free ads services.(Citation: Securelist Asacub)
S0540;Asacub;software;uses;T1575;Native Code;technique;[Asacub](https://attack.mitre.org/software/S0540) has implemented functions in native code.(Citation: Securelist Asacub)
S0540;Asacub;software;uses;T1406;Obfuscated Files or Information;technique;[Asacub](https://attack.mitre.org/software/S0540) has stored encrypted strings in the APK file.(Citation: Securelist Asacub)
S0540;Asacub;software;uses;T1582;SMS Control;technique;[Asacub](https://attack.mitre.org/software/S0540) can send SMS messages from compromised devices.(Citation: Securelist Asacub) 
S0540;Asacub;software;uses;T1437;Standard Application Layer Protocol;technique;[Asacub](https://attack.mitre.org/software/S0540) has communicated with the C2 using HTTP POST requests.(Citation: Securelist Asacub)
S0540;Asacub;software;uses;T1426;System Information Discovery;technique;[Asacub](https://attack.mitre.org/software/S0540) can collect various pieces of device information, including device model and OS version.(Citation: Securelist Asacub)
S0540;Asacub;software;uses;T1422;System Network Configuration Discovery;technique;[Asacub](https://attack.mitre.org/software/S0540) can collect various pieces of device network configuration information, such as mobile network operator.(Citation: Securelist Asacub)
S0293;BrainTest;software;uses;T1407;Download New Code at Runtime;technique;Original samples of [BrainTest](https://attack.mitre.org/software/S0293) download their exploit packs for rooting from a remote server after installation.(Citation: Lookout-BrainTest)
S0293;BrainTest;software;uses;T1404;Exploit OS Vulnerability;technique;Some original variants of [BrainTest](https://attack.mitre.org/software/S0293) had the capability to automatically root some devices, but that behavior was not observed in later samples.(Citation: Lookout-BrainTest)
S0293;BrainTest;software;uses;T1452;Manipulate App Store Rankings or Ratings;technique;[BrainTest](https://attack.mitre.org/software/S0293) provided capabilities that allowed developers to use compromised devices to post positive reviews on their own malicious applications as well as download other malicious applications they had submitted to the Play Store.(Citation: Lookout-BrainTest)
S0293;BrainTest;software;uses;T1400;Modify System Partition;technique;[BrainTest](https://attack.mitre.org/software/S0293) uses root privileges (if available) to copy an additional Android app package (APK) to /system/priv-app to maintain persistence even after a factory reset.(Citation: Lookout-BrainTest)
S0293;BrainTest;software;uses;T1406;Obfuscated Files or Information;technique;[BrainTest](https://attack.mitre.org/software/S0293) stores a secondary Android app package (APK) in its assets directory in encrypted form, and decrypts the payload at runtime.(Citation: Lookout-BrainTest)
S0432;Bread;software;uses;T1517;Access Notifications;technique;[Bread](https://attack.mitre.org/software/S0432) can collect device notifications.(Citation: Check Point-Joker)
S0432;Bread;software;uses;T1412;Capture SMS Messages;technique;[Bread](https://attack.mitre.org/software/S0432) can access SMS messages in order to complete carrier billing fraud.(Citation: Google Bread)
S0432;Bread;software;uses;T1448;Carrier Billing Fraud;technique;[Bread](https://attack.mitre.org/software/S0432) can perform SMS fraud on older versions of the malware, and toll fraud on newer versions.(Citation: Google Bread)
S0432;Bread;software;uses;T1475;Deliver Malicious App via Authorized App Store;technique; [Bread](https://attack.mitre.org/software/S0432) has been distributed through the Play Store. Some versions started off as clean to build a userbase and developer reputation. These versions were then updated to introduce malicious code.(Citation: Google Bread) 
S0432;Bread;software;uses;T1476;Deliver Malicious App via Other Means;technique;[Bread](https://attack.mitre.org/software/S0432) can install additional applications.(Citation: Check Point-Joker)
S0432;Bread;software;uses;T1407;Download New Code at Runtime;technique;[Bread](https://attack.mitre.org/software/S0432) has utilized JavaScript within WebViews that loaded a URL hosted on a Bread-controlled server which provided functions to run. [Bread](https://attack.mitre.org/software/S0432) downloads billing fraud execution steps at runtime.(Citation: Google Bread)
S0432;Bread;software;uses;T1452;Manipulate App Store Rankings or Ratings;technique;[Bread](https://attack.mitre.org/software/S0432) had many fake reviews and ratings on the Play Store.(Citation: Google Bread) 
S0432;Bread;software;uses;T1575;Native Code;technique;[Bread](https://attack.mitre.org/software/S0432) has used native code in an attempt to disguise malicious functionality.(Citation: Google Bread)
S0432;Bread;software;uses;T1406;Obfuscated Files or Information;technique;[Bread](https://attack.mitre.org/software/S0432) uses various tricks to obfuscate its strings including standard and custom encryption, programmatically building strings at runtime, and splitting unencrypted strings with repeated delimiters to break up keywords. [Bread](https://attack.mitre.org/software/S0432) has also abused Java and JavaScript features to obfuscate code. [Bread](https://attack.mitre.org/software/S0432) payloads have used several commercially available packers as well as hiding code in native libraries and encrypted JAR files in the data section of an ELF file. [Bread](https://attack.mitre.org/software/S0432) has stored DEX payloads as base64-encoded strings in the Android manifest and internal Java classes.(Citation: Check Point-Joker)(Citation: Google Bread)
S0432;Bread;software;uses;T1437;Standard Application Layer Protocol;technique;[Bread](https://attack.mitre.org/software/S0432) communicates with the C2 server using HTTP requests.(Citation: Google Bread)
S0432;Bread;software;uses;T1422;System Network Configuration Discovery;technique;[Bread](https://attack.mitre.org/software/S0432) collects the device’s IMEI, carrier, mobile country code, and mobile network code.(Citation: Google Bread)
S0555;CHEMISTGAMES;software;uses;T1605;Command-Line Interface;technique;[CHEMISTGAMES](https://attack.mitre.org/software/S0555) can run bash commands.(Citation: CYBERWARCON CHEMISTGAMES)
S0555;CHEMISTGAMES;software;uses;T1533;Data from Local System;technique;[CHEMISTGAMES](https://attack.mitre.org/software/S0555) can collect files from the filesystem and account information from Google Chrome.(Citation: CYBERWARCON CHEMISTGAMES)
S0555;CHEMISTGAMES;software;uses;T1475;Deliver Malicious App via Authorized App Store;technique;[CHEMISTGAMES](https://attack.mitre.org/software/S0555) has been distributed via the Google Play Store.(Citation: CYBERWARCON CHEMISTGAMES)
S0555;CHEMISTGAMES;software;uses;T1407;Download New Code at Runtime;technique;[CHEMISTGAMES](https://attack.mitre.org/software/S0555) can download new modules while running.(Citation: CYBERWARCON CHEMISTGAMES)
S0555;CHEMISTGAMES;software;uses;T1430;Location Tracking;technique;[CHEMISTGAMES](https://attack.mitre.org/software/S0555) has collected the device’s location.(Citation: CYBERWARCON CHEMISTGAMES)
S0555;CHEMISTGAMES;software;uses;T1444;Masquerade as Legitimate Application;technique;[CHEMISTGAMES](https://attack.mitre.org/software/S0555) has masqueraded as popular South Korean applications.(Citation: CYBERWARCON CHEMISTGAMES)
S0555;CHEMISTGAMES;software;uses;T1575;Native Code;technique;[CHEMISTGAMES](https://attack.mitre.org/software/S0555) has utilized native code to decrypt its malicious payload.(Citation: CYBERWARCON CHEMISTGAMES)
S0555;CHEMISTGAMES;software;uses;T1406;Obfuscated Files or Information;technique;[CHEMISTGAMES](https://attack.mitre.org/software/S0555) has encrypted its DEX payload.(Citation: CYBERWARCON CHEMISTGAMES)
S0555;CHEMISTGAMES;software;uses;T1437;Standard Application Layer Protocol;technique;[CHEMISTGAMES](https://attack.mitre.org/software/S0555) has used HTTPS for C2 communication.(Citation: CYBERWARCON CHEMISTGAMES)
S0555;CHEMISTGAMES;software;uses;T1521;Standard Cryptographic Protocol;technique;[CHEMISTGAMES](https://attack.mitre.org/software/S0555) has used HTTPS for C2 communication.(Citation: CYBERWARCON CHEMISTGAMES) 
S0555;CHEMISTGAMES;software;uses;T1474;Supply Chain Compromise;technique;[CHEMISTGAMES](https://attack.mitre.org/software/S0555) has been distributed as updates to legitimate applications. This was accomplished by compromising legitimate app developers, and subsequently gaining access to their Google Play Store developer account.(Citation: CYBERWARCON CHEMISTGAMES)
S0555;CHEMISTGAMES;software;uses;T1426;System Information Discovery;technique;[CHEMISTGAMES](https://attack.mitre.org/software/S0555) has fingerprinted devices to uniquely identify them.(Citation: CYBERWARCON CHEMISTGAMES)
S0529;CarbonSteal;software;uses;T1409;Access Stored Application Data;technique;[CarbonSteal](https://attack.mitre.org/software/S0529) can collect notes and data from the MiCode app.(Citation: Lookout Uyghur Campaign)
S0529;CarbonSteal;software;uses;T1438;Alternate Network Mediums;technique;[CarbonSteal](https://attack.mitre.org/software/S0529) has used specially crafted SMS messages to control the target device.(Citation: Lookout Uyghur Campaign) 
S0529;CarbonSteal;software;uses;T1418;Application Discovery;technique;[CarbonSteal](https://attack.mitre.org/software/S0529) has looked for specific applications, such as MiCode.(Citation: Lookout Uyghur Campaign)
S0529;CarbonSteal;software;uses;T1429;Capture Audio;technique;[CarbonSteal](https://attack.mitre.org/software/S0529) can remotely capture device audio, as well as silently accept an incoming phone call.(Citation: Lookout Uyghur Campaign)
S0529;CarbonSteal;software;uses;T1412;Capture SMS Messages;technique;[CarbonSteal](https://attack.mitre.org/software/S0529) can access the device’s SMS and MMS messages.(Citation: Lookout Uyghur Campaign)
S0529;CarbonSteal;software;uses;T1447;Delete Device Data;technique;[CarbonSteal](https://attack.mitre.org/software/S0529) has deleted call log entries coming from known C2 sources.(Citation: Lookout Uyghur Campaign)
S0529;CarbonSteal;software;uses;T1407;Download New Code at Runtime;technique;[CarbonSteal](https://attack.mitre.org/software/S0529) can dynamically load additional functionality.(Citation: Lookout Uyghur Campaign)
S0529;CarbonSteal;software;uses;T1420;File and Directory Discovery;technique;[CarbonSteal](https://attack.mitre.org/software/S0529) has searched device storage for various files, including .amr files (audio recordings) and superuser binaries.(Citation: Lookout Uyghur Campaign)
S0529;CarbonSteal;software;uses;T1430;Location Tracking;technique;[CarbonSteal](https://attack.mitre.org/software/S0529) can access the device’s location and track the device over time.(Citation: Lookout Uyghur Campaign)
S0529;CarbonSteal;software;uses;T1444;Masquerade as Legitimate Application;technique;[CarbonSteal](https://attack.mitre.org/software/S0529) has impersonated several apps, including official Google apps, chat apps, VPN apps, and popular games.(Citation: Lookout Uyghur Campaign)
S0529;CarbonSteal;software;uses;T1575;Native Code;technique;[CarbonSteal](https://attack.mitre.org/software/S0529) has seen native libraries used in some reported samples (Citation: Lookout Uyghur Campaign)
S0529;CarbonSteal;software;uses;T1406;Obfuscated Files or Information;technique;[CarbonSteal](https://attack.mitre.org/software/S0529) has used incorrect file extensions and encryption to hide most of its assets, including secondary APKs, configuration files, and JAR or DEX files.(Citation: Lookout Uyghur Campaign)
S0529;CarbonSteal;software;uses;T1521;Standard Cryptographic Protocol;technique;[CarbonSteal](https://attack.mitre.org/software/S0529) has performed rudimentary SSL certificate validation to verify C2 server authenticity before establishing a SSL connection.(Citation: Lookout Uyghur Campaign)
S0529;CarbonSteal;software;uses;T1426;System Information Discovery;technique;[CarbonSteal](https://attack.mitre.org/software/S0529) has gathered device metadata, including model, manufacturer, SD card size, disk usage, memory, CPU, and serial number.(Citation: Lookout Uyghur Campaign)
S0529;CarbonSteal;software;uses;T1422;System Network Configuration Discovery;technique;[CarbonSteal](https://attack.mitre.org/software/S0529) has collected device network information, including 16-bit GSM Cell Identity, 16-bit Location Area Code, Mobile Country Code (MCC), and Mobile Network Code (MNC). [CarbonSteal](https://attack.mitre.org/software/S0529) has also called `netcfg` to get stats.(Citation: Lookout Uyghur Campaign)
S0480;Cerberus;software;uses;T1432;Access Contact List;technique;[Cerberus](https://attack.mitre.org/software/S0480) can obtain the device’s contact list.(Citation: Threat Fabric Cerberus)
S0480;Cerberus;software;uses;T1418;Application Discovery;technique;[Cerberus](https://attack.mitre.org/software/S0480) can obtain a list of installed applications.(Citation: Threat Fabric Cerberus)
S0480;Cerberus;software;uses;T1412;Capture SMS Messages;technique;[Cerberus](https://attack.mitre.org/software/S0480) can collect SMS messages from a device.(Citation: Threat Fabric Cerberus)
S0480;Cerberus;software;uses;T1476;Deliver Malicious App via Other Means;technique;[Cerberus](https://attack.mitre.org/software/S0480) has been delivered to the device via websites that prompt the user to “[…] install Adobe Flash Player” and then downloads the malicious APK to the device.(Citation: Forbes Cerberus)
S0480;Cerberus;software;uses;T1407;Download New Code at Runtime;technique;[Cerberus](https://attack.mitre.org/software/S0480) can update the malicious payload module on command.(Citation: Threat Fabric Cerberus)
S0480;Cerberus;software;uses;T1523;Evade Analysis Environment;technique;[Cerberus](https://attack.mitre.org/software/S0480) avoids being analyzed by only activating the malware after recording a certain number of steps from the accelerometer.(Citation: Threat Fabric Cerberus)
S0480;Cerberus;software;uses;T1417;Input Capture;technique;[Cerberus](https://attack.mitre.org/software/S0480) can record keystrokes.(Citation: Threat Fabric Cerberus)
S0480;Cerberus;software;uses;T1516;Input Injection;technique;[Cerberus](https://attack.mitre.org/software/S0480) can inject input to grant itself additional permissions without user interaction and to prevent application removal.(Citation: Threat Fabric Cerberus)(Citation: CheckPoint Cerberus)
S0480;Cerberus;software;uses;T1411;Input Prompt;technique;[Cerberus](https://attack.mitre.org/software/S0480) can generate fake notifications and launch overlay attacks against attacker-specified applications.(Citation: Threat Fabric Cerberus)
S0480;Cerberus;software;uses;T1478;Install Insecure or Malicious Configuration;technique;[Cerberus](https://attack.mitre.org/software/S0480) disables Google Play Protect to prevent its discovery and deletion in the future.(Citation: Threat Fabric Cerberus)
S0480;Cerberus;software;uses;T1430;Location Tracking;technique;[Cerberus](https://attack.mitre.org/software/S0480) can collect the device’s location.(Citation: Threat Fabric Cerberus)
S0480;Cerberus;software;uses;T1444;Masquerade as Legitimate Application;technique;[Cerberus](https://attack.mitre.org/software/S0480) has pretended to be an Adobe Flash Player installer.(Citation: Forbes Cerberus)
S0480;Cerberus;software;uses;T1406;Obfuscated Files or Information;technique;[Cerberus](https://attack.mitre.org/software/S0480) uses standard payload and string obfuscation techniques.(Citation: Threat Fabric Cerberus)
S0480;Cerberus;software;uses;T1582;SMS Control;technique;[Cerberus](https://attack.mitre.org/software/S0480) can send SMS messages from a device.(Citation: Threat Fabric Cerberus)
S0480;Cerberus;software;uses;T1437;Standard Application Layer Protocol;technique;[Cerberus](https://attack.mitre.org/software/S0480) communicates with the C2 server using HTTP.(Citation: CheckPoint Cerberus)
S0480;Cerberus;software;uses;T1508;Suppress Application Icon;technique;[Cerberus](https://attack.mitre.org/software/S0480) hides its icon from the application drawer after being launched for the first time.(Citation: Threat Fabric Cerberus)
S0480;Cerberus;software;uses;T1426;System Information Discovery;technique;[Cerberus](https://attack.mitre.org/software/S0480) can collect device information, such as the default SMS app and device locale.(Citation: Threat Fabric Cerberus)(Citation: CheckPoint Cerberus)
S0480;Cerberus;software;uses;T1509;Uncommonly Used Port;technique;[Cerberus](https://attack.mitre.org/software/S0480) communicates with the C2 over port 8888.(Citation: CheckPoint Cerberus)
S0480;Cerberus;software;uses;T1576;Uninstall Malicious Application;technique;[Cerberus](https://attack.mitre.org/software/S0480) can uninstall itself from a device on command.(Citation: Threat Fabric Cerberus)
S0323;Charger;software;uses;T1432;Access Contact List;technique;[Charger](https://attack.mitre.org/software/S0323) steals contacts from the victim user's device.(Citation: CheckPoint-Charger)
S0323;Charger;software;uses;T1446;Device Lockout;technique;[Charger](https://attack.mitre.org/software/S0323) locks the device if it is granted admin permissions, displaying a message demanding a ransom payment.(Citation: CheckPoint-Charger)
S0323;Charger;software;uses;T1430;Location Tracking;technique;[Charger](https://attack.mitre.org/software/S0323) checks the local settings of the device and does not run its malicious logic if the device is located in Ukraine, Russia, or Belarus.(Citation: CheckPoint-Charger)
S0323;Charger;software;uses;T1406;Obfuscated Files or Information;technique;[Charger](https://attack.mitre.org/software/S0323) encodes strings into binary arrays to make it difficult to inspect them. It also loads code from encrypted resources dynamically and includes meaningless commands that mask the actual commands passing through.(Citation: CheckPoint-Charger)
S0602;Circles;software;uses;T1449;Exploit SS7 to Redirect Phone Calls/SMS;technique;[Circles](https://attack.mitre.org/software/S0602) can intercept voice calls and SMS messages.(Citation: CitizenLab Circles)
S0602;Circles;software;uses;T1450;Exploit SS7 to Track Device Location;technique;[Circles](https://attack.mitre.org/software/S0602) can track the location of mobile devices.(Citation: CitizenLab Circles)
S0426;Concipit1248;software;uses;T1512;Capture Camera;technique;[Concipit1248](https://attack.mitre.org/software/S0426) requests permissions to use the device camera.(Citation: TrendMicro Coronavirus Updates)
S0426;Concipit1248;software;uses;T1533;Data from Local System;technique;[Concipit1248](https://attack.mitre.org/software/S0426) can collect device photos.(Citation: TrendMicro Coronavirus Updates)
S0426;Concipit1248;software;uses;T1475;Deliver Malicious App via Authorized App Store;technique;[Concipit1248](https://attack.mitre.org/software/S0426) has been distributed through the App Store.(Citation: TrendMicro Coronavirus Updates)
S0426;Concipit1248;software;uses;T1437;Standard Application Layer Protocol;technique;[Concipit1248](https://attack.mitre.org/software/S0426) communicates with the C2 server using HTTP requests.(Citation: TrendMicro Coronavirus Updates)
S0425;Corona Updates;software;uses;T1433;Access Call Log;technique;[Corona Updates](https://attack.mitre.org/software/S0425) can collect the device’s call log.(Citation: TrendMicro Coronavirus Updates)
S0425;Corona Updates;software;uses;T1432;Access Contact List;technique;[Corona Updates](https://attack.mitre.org/software/S0425) can collect device contacts.(Citation: TrendMicro Coronavirus Updates)
S0425;Corona Updates;software;uses;T1517;Access Notifications;technique;[Corona Updates](https://attack.mitre.org/software/S0425) can collect messages from GSM, WhatsApp, Telegram, Facebook, and Threema by reading the application’s notification content.(Citation: TrendMicro Coronavirus Updates)
S0425;Corona Updates;software;uses;T1429;Capture Audio;technique;[Corona Updates](https://attack.mitre.org/software/S0425) can record MP4 files and monitor calls.(Citation: TrendMicro Coronavirus Updates)
S0425;Corona Updates;software;uses;T1512;Capture Camera;technique;[Corona Updates](https://attack.mitre.org/software/S0425) can take pictures using the camera and can record MP4 files.(Citation: TrendMicro Coronavirus Updates)
S0425;Corona Updates;software;uses;T1412;Capture SMS Messages;technique;[Corona Updates](https://attack.mitre.org/software/S0425) can collect SMS messages.(Citation: TrendMicro Coronavirus Updates)
S0425;Corona Updates;software;uses;T1533;Data from Local System;technique;[Corona Updates](https://attack.mitre.org/software/S0425) can collect voice notes, device accounts, and gallery images.(Citation: TrendMicro Coronavirus Updates)
S0425;Corona Updates;software;uses;T1475;Deliver Malicious App via Authorized App Store;technique;[Corona Updates](https://attack.mitre.org/software/S0425) has been distributed through the Play Store.(Citation: TrendMicro Coronavirus Updates)
S0425;Corona Updates;software;uses;T1430;Location Tracking;technique;[Corona Updates](https://attack.mitre.org/software/S0425) can track the device’s location.(Citation: TrendMicro Coronavirus Updates)
S0425;Corona Updates;software;uses;T1582;SMS Control;technique;[Corona Updates](https://attack.mitre.org/software/S0425) can send SMS messages.(Citation: TrendMicro Coronavirus Updates)
S0425;Corona Updates;software;uses;T1437;Standard Application Layer Protocol;technique;[Corona Updates](https://attack.mitre.org/software/S0425) communicates with the C2 server using HTTP requests and has exfiltrated data using FTP.(Citation: TrendMicro Coronavirus Updates)
S0425;Corona Updates;software;uses;T1426;System Information Discovery;technique;[Corona Updates](https://attack.mitre.org/software/S0425) can collect various pieces of device information, including OS version, phone model, and manufacturer.(Citation: TrendMicro Coronavirus Updates) 
S0425;Corona Updates;software;uses;T1422;System Network Configuration Discovery;technique;[Corona Updates](https://attack.mitre.org/software/S0425) can collect device network configuration information, such as Wi-Fi SSID and IMSI.(Citation: TrendMicro Coronavirus Updates)
S0479;DEFENSOR ID;software;uses;T1418;Application Discovery;technique;[DEFENSOR ID](https://attack.mitre.org/software/S0479) can retrieve a list of installed applications.(Citation: ESET DEFENSOR ID)
S0479;DEFENSOR ID;software;uses;T1402;Broadcast Receivers;technique;[DEFENSOR ID](https://attack.mitre.org/software/S0479) abuses the accessibility service to auto-start the malware on device boot. This is accomplished by receiving the `android.accessibilityservice.AccessibilityService` intent.(Citation: ESET DEFENSOR ID)
S0479;DEFENSOR ID;software;uses;T1475;Deliver Malicious App via Authorized App Store;technique;[DEFENSOR ID](https://attack.mitre.org/software/S0479) was delivered via the Google Play Store.(Citation: ESET DEFENSOR ID)
S0479;DEFENSOR ID;software;uses;T1516;Input Injection;technique;[DEFENSOR ID](https://attack.mitre.org/software/S0479) can abuse the accessibility service to perform actions on behalf of the user, including launching attacker-specified applications to steal data.(Citation: ESET DEFENSOR ID)
S0479;DEFENSOR ID;software;uses;T1513;Screen Capture;technique;[DEFENSOR ID](https://attack.mitre.org/software/S0479) can abuse the accessibility service to read any text displayed on the screen.(Citation: ESET DEFENSOR ID)
S0479;DEFENSOR ID;software;uses;T1437;Standard Application Layer Protocol;technique; [DEFENSOR ID](https://attack.mitre.org/software/S0479) has used Firebase Cloud Messaging for C2.(Citation: ESET DEFENSOR ID) 
S0301;Dendroid;software;uses;T1429;Capture Audio;technique;[Dendroid](https://attack.mitre.org/software/S0301) can record audio and outgoing calls.(Citation: Lookout-Dendroid)
S0301;Dendroid;software;uses;T1512;Capture Camera;technique;[Dendroid](https://attack.mitre.org/software/S0301) can take photos and record videos.(Citation: Lookout-Dendroid)
S0301;Dendroid;software;uses;T1412;Capture SMS Messages;technique;[Dendroid](https://attack.mitre.org/software/S0301) can intercept SMS messages.(Citation: Lookout-Dendroid)
S0301;Dendroid;software;uses;T1533;Data from Local System;technique;[Dendroid](https://attack.mitre.org/software/S0301) can collect the device’s photos, browser history, bookmarks, and accounts stored on the device.(Citation: Lookout-Dendroid)
S0301;Dendroid;software;uses;T1475;Deliver Malicious App via Authorized App Store;technique;[Dendroid](https://attack.mitre.org/software/S0301) has been distributed via the Google Play Store.(Citation: Lookout-Dendroid)
S0301;Dendroid;software;uses;T1523;Evade Analysis Environment;technique;[Dendroid](https://attack.mitre.org/software/S0301) can detect if it is being ran on an emulator.(Citation: Lookout-Dendroid)
S0301;Dendroid;software;uses;T1411;Input Prompt;technique;[Dendroid](https://attack.mitre.org/software/S0301) can open a dialog box to ask the user for passwords.(Citation: Lookout-Dendroid)
S0301;Dendroid;software;uses;T1444;Masquerade as Legitimate Application;technique;[Dendroid](https://attack.mitre.org/software/S0301) can be bound to legitimate applications prior to installation on devices.(Citation: Lookout-Dendroid)
S0301;Dendroid;software;uses;T1582;SMS Control;technique;[Dendroid](https://attack.mitre.org/software/S0301) can send and block SMS messages.(Citation: Lookout-Dendroid)
S0505;Desert Scorpion;software;uses;T1432;Access Contact List;technique;[Desert Scorpion](https://attack.mitre.org/software/S0505) can collect the device’s contact list.(Citation: Lookout Desert Scorpion)
S0505;Desert Scorpion;software;uses;T1409;Access Stored Application Data;technique;[Desert Scorpion](https://attack.mitre.org/software/S0505) can collect account information stored on the device.(Citation: Lookout Desert Scorpion)
S0505;Desert Scorpion;software;uses;T1438;Alternate Network Mediums;technique;[Desert Scorpion](https://attack.mitre.org/software/S0505) can be controlled using SMS messages.(Citation: Lookout Desert Scorpion)
S0505;Desert Scorpion;software;uses;T1418;Application Discovery;technique;[Desert Scorpion](https://attack.mitre.org/software/S0505) can obtain a list of installed applications.(Citation: Lookout Desert Scorpion)
S0505;Desert Scorpion;software;uses;T1429;Capture Audio;technique;[Desert Scorpion](https://attack.mitre.org/software/S0505) can record audio from phone calls and the device microphone.(Citation: Lookout Desert Scorpion)
S0505;Desert Scorpion;software;uses;T1512;Capture Camera;technique;[Desert Scorpion](https://attack.mitre.org/software/S0505) can record videos.(Citation: Lookout Desert Scorpion)
S0505;Desert Scorpion;software;uses;T1412;Capture SMS Messages;technique;[Desert Scorpion](https://attack.mitre.org/software/S0505) can retrieve SMS messages.(Citation: Lookout Desert Scorpion)
S0505;Desert Scorpion;software;uses;T1532;Data Encrypted;technique;[Desert Scorpion](https://attack.mitre.org/software/S0505) can encrypt exfiltrated data.(Citation: Lookout Desert Scorpion)
S0505;Desert Scorpion;software;uses;T1533;Data from Local System;technique;"[Desert Scorpion](https://attack.mitre.org/software/S0505) can collect attacker-specified files, including files located on external storage.(Citation: Lookout Desert Scorpion)	"
S0505;Desert Scorpion;software;uses;T1447;Delete Device Data;technique;[Desert Scorpion](https://attack.mitre.org/software/S0505) can delete copies of itself if additional APKs are downloaded to external storage.(Citation: Lookout Desert Scorpion)
S0505;Desert Scorpion;software;uses;T1475;Deliver Malicious App via Authorized App Store;technique;[Desert Scorpion](https://attack.mitre.org/software/S0505) has been distributed via the Google Play Store.(Citation: Lookout Desert Scorpion)
S0505;Desert Scorpion;software;uses;T1407;Download New Code at Runtime;technique;[Desert Scorpion](https://attack.mitre.org/software/S0505) has been distributed in multiple stages.(Citation: Lookout Desert Scorpion)
S0505;Desert Scorpion;software;uses;T1420;File and Directory Discovery;technique;[Desert Scorpion](https://attack.mitre.org/software/S0505) can list files stored on external storage.(Citation: Lookout Desert Scorpion)
S0505;Desert Scorpion;software;uses;T1478;Install Insecure or Malicious Configuration;technique;If running on a Huawei device, [Desert Scorpion](https://attack.mitre.org/software/S0505) adds itself to the protected apps list, which allows it to run with the screen off.(Citation: Lookout Desert Scorpion)
S0505;Desert Scorpion;software;uses;T1430;Location Tracking;technique;[Desert Scorpion](https://attack.mitre.org/software/S0505) can track the device’s location.(Citation: Lookout Desert Scorpion)
S0505;Desert Scorpion;software;uses;T1582;SMS Control;technique;[Desert Scorpion](https://attack.mitre.org/software/S0505) can send SMS messages.(Citation: Lookout Desert Scorpion)
S0505;Desert Scorpion;software;uses;T1508;Suppress Application Icon;technique;[Desert Scorpion](https://attack.mitre.org/software/S0505) can hide its icon.(Citation: Lookout Desert Scorpion)
S0505;Desert Scorpion;software;uses;T1426;System Information Discovery;technique;[Desert Scorpion](https://attack.mitre.org/software/S0505) can collect device metadata and can check if the device is rooted.(Citation: Lookout Desert Scorpion)
S0550;DoubleAgent;software;uses;T1433;Access Call Log;technique;[DoubleAgent](https://attack.mitre.org/software/S0550) has accessed the call logs.(Citation: Lookout Uyghur Campaign)
S0550;DoubleAgent;software;uses;T1432;Access Contact List;technique;[DoubleAgent](https://attack.mitre.org/software/S0550) has accessed the contact list.(Citation: Lookout Uyghur Campaign)
S0550;DoubleAgent;software;uses;T1409;Access Stored Application Data;technique;[DoubleAgent](https://attack.mitre.org/software/S0550) has accessed browser history, as well as the files for 15 other apps.(Citation: Lookout Uyghur Campaign)
S0550;DoubleAgent;software;uses;T1418;Application Discovery;technique;[DoubleAgent](https://attack.mitre.org/software/S0550) has accessed the list of installed apps.(Citation: Lookout Uyghur Campaign)
S0550;DoubleAgent;software;uses;T1429;Capture Audio;technique;[DoubleAgent](https://attack.mitre.org/software/S0550) has captured audio and can record phone calls.(Citation: Lookout Uyghur Campaign)
S0550;DoubleAgent;software;uses;T1412;Capture SMS Messages;technique;[DoubleAgent](https://attack.mitre.org/software/S0550) has captured SMS and MMS messages.(Citation: Lookout Uyghur Campaign)
S0550;DoubleAgent;software;uses;T1605;Command-Line Interface;technique;[DoubleAgent](https://attack.mitre.org/software/S0550) can run arbitrary shell commands.(Citation: Lookout Uyghur Campaign)
S0550;DoubleAgent;software;uses;T1533;Data from Local System;technique;"[DoubleAgent](https://attack.mitre.org/software/S0550) has collected files from the infected device.(Citation: Lookout Uyghur Campaign)	"
S0550;DoubleAgent;software;uses;T1447;Delete Device Data;technique;[DoubleAgent](https://attack.mitre.org/software/S0550) has deleted or renamed specific files.(Citation: Lookout Uyghur Campaign)
S0550;DoubleAgent;software;uses;T1407;Download New Code at Runtime;technique;[DoubleAgent](https://attack.mitre.org/software/S0550) has downloaded additional code to root devices, such as TowelRoot.(Citation: Lookout Uyghur Campaign)
S0550;DoubleAgent;software;uses;T1404;Exploit OS Vulnerability;technique;[DoubleAgent](https://attack.mitre.org/software/S0550) has used exploit tools to gain root, such as TowelRoot.(Citation: Lookout Uyghur Campaign)
S0550;DoubleAgent;software;uses;T1420;File and Directory Discovery;technique;[DoubleAgent](https://attack.mitre.org/software/S0550) has searched for specific existing data directories, including the Gmail app, Dropbox app, Pictures, and thumbnails.(Citation: Lookout Uyghur Campaign)
S0550;DoubleAgent;software;uses;T1444;Masquerade as Legitimate Application;technique;[DoubleAgent](https://attack.mitre.org/software/S0550) has been embedded into trojanized versions of applications such as Voxer, TalkBox, and Amaq News.(Citation: Lookout Uyghur Campaign)
