reference;citation;url
Kaspersky Sofacy;Kaspersky Lab's Global Research and Analysis Team. (2015, December 4). Sofacy APT hits high profile targets with updated toolset. Retrieved December 10, 2015.;https://securelist.com/sofacy-apt-hits-high-profile-targets-with-updated-toolset/72924/
Kaspersky Triada June 2016;Kivva, A. (2016, June 6). Everyone sees not what they want to see. Retrieved July 16, 2019.;https://securelist.com/everyone-sees-not-what-they-want-to-see/74997/
Kaspersky Triada March 2016;Snow, J. (2016, March 3). Triada: organized crime on Android. Retrieved July 16, 2019.;https://www.kaspersky.com/blog/triada-trojan/11481/
Kaspersky-DarkHotel;Alex Drozhzhin. (2014, November 10). Darkhotel: a spy campaign in luxury Asian hotels. Retrieved December 24, 2016.;https://blog.kaspersky.com/darkhotel-apt/6613/
Kaspersky-MobileMalware;Roman Unuchek and Victor Chebyshev. (2014, February 24). Mobile Malware Evolution: 2013. Retrieved December 22, 2016.;https://securelist.com/mobile-malware-evolution-2013/58335/
Kaspersky-Skygofree;Nikita Buchka and Alexey Firsh. (2018, January 16). Skygofree: Following in the footsteps of HackingTeam. Retrieved September 24, 2018.;https://securelist.com/skygofree-following-in-the-footsteps-of-hackingteam/83603/
Kaspersky-WUC;Costin Raiu, Denis Maslennikov, Kurt Baumgartner. (2013, March 26). Android Trojan Found in Targeted Attack. Retrieved December 23, 2016.;https://securelist.com/android-trojan-found-in-targeted-attack-58/35552/
Kaspersky-iOSBypass;Chris Brook. (2016, November 17). iOS 10 Passcode Bypass Can Access Photos, Contacts. Retrieved December 23, 2016.;https://threatpost.com/ios-10-passcode-bypass-can-access-photos-contacts/122033/
Konoth;Radhesh Krishnan Konoth, Victor van der Veen, and Herbert Bos. (n.d.). How Anywhere Computing Just Killed Your Phone-Based Two-Factor Authentication. Retrieved December 12, 2016.;http://www.vvdveen.com/publications/BAndroid.pdf
Krebs-JuiceJacking;Brian Krebs. (2011, August 17). Beware of Juice-Jacking. Retrieved December 23, 2016.;http://krebsonsecurity.com/2011/08/beware-of-juice-jacking/
Krebs-Location;Brian Krebs. (2018, May 17). Tracking Firm LocationSmart Leaked Location Data for Customers of All Major U.S. Mobile Carriers Without Consent in Real Time Via Its Web Site. Retrieved November 8, 2018.;https://krebsonsecurity.com/2018/05/tracking-firm-locationsmart-leaked-location-data-for-customers-of-all-major-u-s-mobile-carriers-in-real-time-via-its-web-site/
Krebs-SimSwap;Brian Krebs. (2018, May 18). T-Mobile Employee Made Unauthorized ‘SIM Swap’ to Steal Instagram Account. Retrieved November 8, 2018.;https://krebsonsecurity.com/2018/05/t-mobile-employee-made-unauthorized-sim-swap-to-steal-instagram-account/
Krebs-Triada June 2019;Krebs, B. (2019, June 25). Tracing the Supply Chain Attack on Android. Retrieved July 16, 2019.;https://krebsonsecurity.com/2019/06/tracing-the-supply-chain-attack-on-android-2/
Kurtz-MaliciousiOSApps;Andreas Kurtz. (2014, September 18). Malicious iOS Apps. Retrieved December 21, 2016.;https://andreas-kurtz.de/2014/09/malicious-ios-apps/
Lau-Mactans;Lau et al.. (2013). Mactans: Injecting Malware Into iOS Devices Via Malicious Chargers. Retrieved December 23, 2016.;https://media.blackhat.com/us-13/US-13-Lau-Mactans-Injecting-Malware-into-iOS-Devices-via-Malicious-Chargers-WP.pdf
Lookout Dark Caracal Jan 2018;Blaich, A., et al. (2018, January 18). Dark Caracal: Cyber-espionage at a Global Scale. Retrieved April 11, 2018.;https://info.lookout.com/rs/051-ESQ-475/images/Lookout_Dark-Caracal_srr_20180118_us_v.1.0.pdf
Lookout Desert Scorpion;A. Blaich, M. Flossman. (2018, April 16). Lookout finds new surveillanceware in Google Play with ties to known threat actor targeting the Middle East. Retrieved September 11, 2020.;https://blog.lookout.com/desert-scorpion-google-play
Lookout FrozenCell;Michael Flossman. (2017, October 5). FrozenCell: Multi-platform surveillance campaign against Palestinians. Retrieved November 11, 2020.;https://blog.lookout.com/frozencell-mobile-threat
Lookout Uyghur Campaign;A. Kumar, K. Del Rosso, J. Albrecht, C. Hebeisen. (2020, June 1). Mobile APT Surveillance Campaigns Targeting Uyghurs - A collection of long-running Android tooling connected to a Chinese mAPT actor. Retrieved November 10, 2020.;https://www.lookout.com/documents/threat-reports/us/lookout-uyghur-malware-tr-us.pdf
Lookout ViperRAT;M. Flossman. (2017, February 16). ViperRAT: The mobile APT targeting the Israeli Defense Force that should be on your radar. Retrieved September 11, 2020.;https://blog.lookout.com/viperrat-mobile-apt
Lookout eSurv;A. Bauer. (2019, April 8). Lookout discovers phishing sites distributing new iOS and Android surveillanceware. Retrieved September 11, 2020.;https://blog.lookout.com/esurv-research
Lookout-Adware;"Michael Bentley. (2015, November 4). Lookout discovers new trojanized adware; 20K popular apps caught in the crossfire. Retrieved December 21, 2016.";https://blog.lookout.com/blog/2015/11/04/trojanized-adware/
Lookout-BrainTest;Chris Dehghanpoor. (2016, January 6). Brain Test re-emerges: 13 apps found in Google Play  Read more: Brain Test re-emerges: 13 apps found in Google Play. Retrieved December 21, 2016.;https://blog.lookout.com/blog/2016/01/06/brain-test-re-emerges/
Lookout-Dendroid;Marc Rogers. (2014, March 6). Dendroid malware can take over your camera, record audio, and sneak into Google Play. Retrieved December 22, 2016.;https://blog.lookout.com/blog/2014/03/06/dendroid/
Lookout-EnterpriseApps;Lookout. (2016, May 25). 5 active mobile threats spoofing enterprise apps. Retrieved December 19, 2016.;https://blog.lookout.com/blog/2016/05/25/spoofed-apps/
Lookout-Gooligan;Lookout. (2016, December 1). Ghost Push and Gooligan: One and the same. Retrieved December 12, 2016.;https://blog.lookout.com/blog/2016/12/01/ghost-push-gooligan/
Lookout-Monokle;Bauer A., Kumar A., Hebeisen C., et al. (2019, July). Monokle: The Mobile Surveillance Tooling of the Special Technology Center. Retrieved September 4, 2019.;https://www.lookout.com/documents/threat-reports/lookout-discovers-monokle-threat-report.pdf
Lookout-NotCompatible;Tim Strazzere. (2014, November 19). The new NotCompatible: Sophisticated and evasive threat harbors the potential to compromise enterprise networks. Retrieved December 22, 2016.;https://blog.lookout.com/blog/2014/11/19/notcompatible/
Lookout-Pegasus;Lookout. (2016). Technical Analysis of Pegasus Spyware. Retrieved December 12, 2016.;https://info.lookout.com/rs/051-ESQ-475/images/lookout-pegasus-technical-analysis.pdf
Lookout-PegasusAndroid;Mike Murray. (2017, April 3). Pegasus for Android: the other side of the story emerges. Retrieved April 16, 2017.;https://blog.lookout.com/blog/2017/04/03/pegasus-android/
Lookout-StealthMango;Lookout. (n.d.). Stealth Mango & Tangelo. Retrieved September 27, 2018.;https://info.lookout.com/rs/051-ESQ-475/images/lookout-stealth-mango-srr-us.pdf
Ludwig-GhostPush;Adrian Ludwig. (2016, November 29). The fight against Ghost Push continues. Retrieved December 12, 2016.;https://plus.google.com/+AdrianLudwig/posts/GXzJ8vaAFsi
MITRE App Vetting Effectiveness;M. Peck, C. Northern. (2016, August 22). Analyzing the Effectiveness of App Vetting Tools in the Enterprise. Retrieved April 28, 2020.;https://www.mitre.org/sites/default/files/publications/pr-16-4772-analyzing-effectiveness-mobile-app-vetting-tools-report.pdf
Maggi-Ransomware;Federico Maggi and Stefano Zanero. (2016). Pocket-Sized Badness - Why Ransomware Comes as a Plot Twist in the Cat-Mouse Game. Retrieved December 21, 2016.;https://www.blackhat.com/docs/eu-16/materials/eu-16-Maggi-Pocket-Sized-Badness-Why-Ransomware-Comes-As-A-Plot-Twist-In-The-Cat-Mouse-Game.pdf
Microsoft FinFisher March 2018;Allievi, A.,Flori, E. (2018, March 01). FinFisher exposed: A researcher’s tale of defeating traps, tricks, and complex virtual machines. Retrieved July 9, 2018.;https://cloudblogs.microsoft.com/microsoftsecure/2018/03/01/finfisher-exposed-a-researchers-tale-of-defeating-traps-tricks-and-complex-virtual-machines/
Microsoft MalLockerB;D. Venkatesan. (2020, October 8). Sophisticated new Android malware marks the latest evolution of mobile ransomware . Retrieved October 29, 2020.;https://www.microsoft.com/security/blog/2020/10/08/sophisticated-new-android-malware-marks-the-latest-evolution-of-mobile-ransomware/
Microsoft SIR Vol 21;Anthe, C. et al. (2016, December 14). Microsoft Security Intelligence Report Volume 21. Retrieved November 27, 2017.;http://download.microsoft.com/download/E/B/0/EB0F50CC-989C-4B66-B7F6-68CD3DC90DE3/Microsoft_Security_Intelligence_Report_Volume_21_English.pdf
Microsoft STRONTIUM Aug 2019;MSRC Team. (2019, August 5). Corporate IoT – a path to intrusion. Retrieved August 16, 2019.;https://msrc-blog.microsoft.com/2019/08/05/corporate-iot-a-path-to-intrusion/
Microsoft STRONTIUM New Patterns Cred Harvesting Sept 2020;Microsoft Threat Intelligence Center (MSTIC). (2020, September 10). STRONTIUM: Detecting new patterns in credential harvesting. Retrieved September 11, 2020.;https://www.microsoft.com/security/blog/2020/09/10/strontium-detecting-new-patters-credential-harvesting/
Motherboard-Simswap1;Lorenzo Franceschi-Bicchierai. (2018, July 17). The SIM Hijackers. Retrieved August 11, 2018.;https://motherboard.vice.com/en_us/article/vbqax3/hackers-sim-swapping-steal-phone-numbers-instagram-bitcoin
Motherboard-Simswap2;Lorenzo Franceschi-Bicchierai. (2018, August 3). How Criminals Recruit Telecom Employees to Help Them Hijack SIM Cards. Retrieved August 11, 2018.;https://motherboard.vice.com/en_us/article/3ky5a5/criminals-recruit-telecom-employees-sim-swapping-port-out-scam
NCSC Sandworm Feb 2020;NCSC. (2020, February 20). NCSC supports US advisory regarding GRU intrusion set Sandworm. Retrieved June 10, 2020.;https://www.ncsc.gov.uk/news/ncsc-supports-sandworm-advisory
NIST-SP800153;M. Souppaya and K. Scarfone. (2012, February). NIST SP 800-153 Guidelines for Securing Wireless Local Area Networks (WLANs). Retrieved December 24, 2016.;http://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-153.pdf
NIST-SP800187;Jeffrey Cichonski, Joshua M Franklin, Michael Bartock. (2017, December). Guide to LTE Security. Retrieved January 20, 2017.;http://csrc.nist.gov/publications/drafts/800-187/sp800_187_draft.pdf
NSA/FBI Drovorub August 2020;NSA/FBI. (2020, August). Russian GRU 85th GTsSS Deploys Previously Undisclosed Drovorub Malware. Retrieved August 25, 2020.;https://media.defense.gov/2020/Aug/13/2002476465/-1/-1/0/CSA_DROVORUB_RUSSIAN_GRU_MALWARE_AUG_2020.PDF
NYGov-Simswap;New York Department of State. (2016, February 12). AT&T SIM-Card Switch Scam. Retrieved August 23, 2016.;http://www.dos.ny.gov/consumerprotection/scams/att-sim.html
NYTimes-BackDoor;Matt Apuzzo and Michael S. Schmidt. (2016, November 15). Secret Back Door in Some U.S. Phones Sent Data to China, Analysts Say. Retrieved February 6, 2017.;https://www.nytimes.com/2016/11/16/us/politics/china-phones-software-security.html
NYTimes-Celljam;Matt Richtel. (2007, November 4). Devices Enforce Silence of Cellphones, Illegally. Retrieved November 8, 2018.;https://www.nytimes.com/2007/11/04/technology/04jammer.html
NetworkInterface;Android. (n.d.). NetworkInterface. Retrieved December 21, 2016.;https://developer.android.com/reference/java/net/NetworkInterface.html
Nightwatch screencap April 2016;Nightwatch Cybersecurity. (2016, April 13). Research: Securing Android Applications from Screen Capture (FLAG_SECURE). Retrieved November 5, 2019.;https://wwws.nightwatchcybersecurity.com/2016/04/13/research-securing-android-applications-from-screen-capture/
NowSecure Android Overlay;Ramirez, T.. (2017, May 25). ‘SAW’-ing through the UI: Android overlay malware and the System Alert Window permission explained. Retrieved September 18, 2019.;https://www.nowsecure.com/blog/2017/05/25/android-overlay-malware-system-alert-window-permission/
NowSecure-RemoteCode;Ryan Welton. (2015, June 15). A Pattern for Remote Code Execution using Arbitrary File Writes and MultiDex Applications. Retrieved December 22, 2016.;https://www.nowsecure.com/blog/2015/06/15/a-pattern-for-remote-code-execution-using-arbitrary-file-writes-and-multidex-applications/
Oberheide-Bouncer;Jon Oberheide and Charlie Miller. (2012). Dissecting the Android Bouncer. Retrieved December 12, 2016.;https://jon.oberheide.org/files/summercon12-bouncer.pdf
Oberheide-RemoteInstall;Jon Oberheide. (2010, June 25). Remote Kill and Install on Google Android. Retrieved December 12, 2016.;https://jon.oberheide.org/blog/2010/06/25/remote-kill-and-install-on-google-android/
Palo Alto HenBox;A. Hinchliffe, M. Harbison, J. Miller-Osborn, et al. (2018, March 13). HenBox: The Chickens Come Home to Roost. Retrieved September 9, 2019.;https://unit42.paloaltonetworks.com/unit42-henbox-chickens-come-home-roost/
Palo Alto Sofacy 06-2018;Lee, B., Falcone, R. (2018, June 06). Sofacy Group’s Parallel Attacks. Retrieved June 18, 2018.;https://researchcenter.paloaltonetworks.com/2018/06/unit42-sofacy-groups-parallel-attacks/
PaloAlto-DualToy;Claud Xiao. (2016, September 13). DualToy: New Windows Trojan Sideloads Risky Apps to Android and iOS Devices. Retrieved January 24, 2017.;https://researchcenter.paloaltonetworks.com/2016/09/dualtoy-new-windows-trojan-sideloads-risky-apps-to-android-and-ios-devices/
PaloAlto-SpyDealer;Wenjun Hu, Cong Zheng and Zhi Xu. (2017, July 6). SpyDealer: Android Trojan Spying on More Than 40 Apps. Retrieved September 18, 2018.;https://researchcenter.paloaltonetworks.com/2017/07/unit42-spydealer-android-trojan-spying-40-apps/
PaloAlto-WireLurker;Claud Xiao. (2014, November 5). WireLurker: A New Era in OS X and iOS Malware. Retrieved January 24, 2017.;https://researchcenter.paloaltonetworks.com/2014/11/wirelurker-new-era-os-x-ios-malware/
PaloAlto-Xbot;Cong Zheng, Claud Xiao and Zhi Xu. (2016, February 18). New Android Trojan “Xbot” Phishes Credit Cards and Bank Accounts, Encrypts Devices for Ransom. Retrieved December 21, 2016.;http://researchcenter.paloaltonetworks.com/2016/02/new-android-trojan-xbot-phishes-credit-cards-and-bank-accounts-encrypts-devices-for-ransom/
PaloAlto-XcodeGhost;Claud Xiao. (2015, September 18). Update: XcodeGhost Attacker Can Phish Passwords and Open URLs through Infected Apps. Retrieved December 21, 2016.;http://researchcenter.paloaltonetworks.com/2015/09/update-xcodeghost-attacker-can-phish-passwords-and-open-urls-though-infected-apps/
PaloAlto-XcodeGhost1;Claud Xiao. (2015, September 17). Novel Malware XcodeGhost Modifies Xcode, Infects Apple iOS Apps and Hits App Store. Retrieved December 21, 2016.;http://researchcenter.paloaltonetworks.com/2015/09/novel-malware-xcodeghost-modifies-xcode-infects-apple-ios-apps-and-hits-app-store/
PaloAlto-YiSpecter;Claud Xiao. (2015, October 4). YiSpecter: First iOS Malware That Attacks Non-jailbroken Apple iOS Devices by Abusing Private APIs. Retrieved January 20, 2017.;https://researchcenter.paloaltonetworks.com/2015/10/yispecter-first-ios-malware-attacks-non-jailbroken-ios-devices-by-abusing-private-apis/
PegasusCitizenLab;Bill Marczak and John Scott-Railton. (2016, August 24). The Million Dollar Dissident: NSO Group’s iPhone Zero-Days used against a UAE Human Rights Defender. Retrieved December 12, 2016.;https://citizenlab.ca/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/
Percoco-Bouncer;Nicholas J. Percoco and Sean Schulte. (2012). Adventures in BouncerLand. Retrieved December 12, 2016.;https://media.blackhat.com/bh-us-12/Briefings/Percoco/BH_US_12_Percoco_Adventures_in_Bouncerland_WP.pdf
Petsas;Thanasis Petsas, Giannis Voyatzis, Elias Athanasopoulos, Michalis Polychronakis, Sotiris Ioannidis. (2014, April). Rage Against the Virtual Machine: Hindering Dynamic Analysis of Android Malware. Retrieved December 12, 2016.;http://dl.acm.org/citation.cfm?id=2592796
Poeplau-ExecuteThis;Sebastian Poeplau, Yanick Fratantonio, Antonio Bianchi, Christopher Kruegel, Giovanni Vigna. (2014, February). Execute This! Analyzing Unsafe and Malicious Dynamic Code Loading in Android Applications. Retrieved December 21, 2016.;https://www.internetsociety.org/sites/default/files/10_5_0.pdf
Positive-SS7;Positive Technologies. (n.d.). SS7 Attack Discovery. Retrieved December 19, 2016.;https://www.ptsecurity.com/upload/ptcom/PT-SS7-AD-Data-Sheet-eng.pdf
ProjectZero-BroadcomWiFi;Gal Beniamini. (2017, April 4). Over The Air: Exploiting Broadcom's Wi-Fi Stack. Retrieved November 8, 2018.;https://googleprojectzero.blogspot.com/2017/04/over-air-exploiting-broadcoms-wi-fi_4.html
Proofpoint-Droidjack;Proofpoint. (2016, July 7). DroidJack Uses Side-Load…It's Super Effective! Backdoored Pokemon GO Android App Found. Retrieved January 20, 2017.;https://www.proofpoint.com/us/threat-insight/post/droidjack-uses-side-load-backdoored-pokemon-go-android-app
Proofpoint-Marcher;Proofpoint. (2017, November 3). Credential phishing and an Android banking Trojan combine in Austrian mobile attacks. Retrieved July 6, 2018.;https://www.proofpoint.com/us/threat-insight/post/credential-phishing-and-android-banking-trojan-combine-austrian-mobile-attacks
QualcommKeyMaster;laginimaineb. (2016, June). Extracting Qualcomm's KeyMaster Keys - Breaking Android Full Disk Encryption. Retrieved December 9, 2016.;https://bits-please.blogspot.in/2016/06/extracting-qualcomms-keymaster-keys.html
Rastogi;Vaibhav Rastogi, Yan Chen, and Xuxian Jiang. (2013, May). DroidChameleon: Evaluating Android Anti-malware against Transformation Attacks. Retrieved December 9, 2016.;http://pages.cs.wisc.edu/~vrastogi/static/papers/rcj13b.pdf
Register-BaseStation;D. Pauli. (2015, November 12). Samsung S6 calls open to man-in-the-middle base station snooping. Retrieved December 23, 2016.;http://www.theregister.co.uk/2015/11/12/mobile_pwn2own1/
Roth-Rootkits;Thomas Roth. (2013). Next generation mobile rootkits. Retrieved December 21, 2016.;https://hackinparis.com/data/slides/2013/Slidesthomasroth.pdf
SANS Windshift August 2018;Karim, T. (2018, August). TRAILS OF WINDSHIFT. Retrieved June 25, 2020.;https://www.sans.org/cyber-security-summit/archives/file/summit-archive-1554718868.pdf
SMS KitKat;S.Main, D. Braun. (2013, October 14).  Getting Your SMS Apps Ready for KitKat. Retrieved September 11, 2020.;https://android-developers.googleblog.com/2013/10/getting-your-sms-apps-ready-for-kitkat.html
SRLabs-Fingerprint;SRLabs. (n.d.). Fingerprints are not fit for secure device unlocking. Retrieved December 23, 2016.;https://srlabs.de/bites/spoofing-fingerprints/
SRLabs-SIMCard;SRLabs. (n.d.). SIM cards are prone to remote hacking. Retrieved December 23, 2016.;https://srlabs.de/bites/rooting-sim-cards/
SWB Exodus March 2019;Security Without Borders. (2019, March 29). Exodus: New Android Spyware Made in Italy. Retrieved September 3, 2019.;https://securitywithoutborders.org/blog/2019/03/29/exodus.html
Sabanal-ART;Paul Sabanal. (2015). Hiding Behind ART. Retrieved December 21, 2016.;https://www.blackhat.com/docs/asia-15/materials/asia-15-Sabanal-Hiding-Behind-ART-wp.pdf
Samsung Keyboards;Samsung. (2019, August 16). 3rd party keyboards must be whitelisted.. Retrieved September 1, 2019.;https://support.samsungknox.com/hc/en-us/articles/360001485027-3rd-party-keyboards-must-be-whitelisted-
Samsung-KnoxWarrantyBit;Samsung. (n.d.). What is a Knox Warranty Bit and how is it triggered?. Retrieved December 21, 2016.;https://www2.samsungknox.com/en/faq/what-knox-warranty-bit-and-how-it-triggered
SecureIDNews-Spoof;Zack Martin. (2016, March 11). Another spoof of mobile biometrics. Retrieved September 18, 2018.;https://thehackernews.com/2016/05/android-kernal-exploit.htmlhttps://www.secureidnews.com/news-item/another-spoof-of-mobile-biometrics/
SecureList - ViceLeaker 2019;GReAT. (2019, June 26).  ViceLeaker Operation: mobile espionage targeting Middle East. Retrieved November 21, 2019.;https://securelist.com/fanning-the-flames-viceleaker-operation/90877/
SecureList DVMap June 2017;R. Unuchek. (2017, June 8). Dvmap: the first Android malware with code injection. Retrieved December 10, 2019.;https://securelist.com/dvmap-the-first-android-malware-with-code-injection/78648/
SecureWorks TG-4127;SecureWorks Counter Threat Unit Threat Intelligence. (2016, June 16). Threat Group-4127 Targets Hillary Clinton Presidential Campaign. Retrieved August 3, 2016.;https://www.secureworks.com/research/threat-group-4127-targets-hillary-clinton-presidential-campaign
Securelist Asacub;T. Shishkova. (2018, August 28).  The rise of mobile banker Asacub. Retrieved December 14, 2020.;https://securelist.com/the-rise-of-mobile-banker-asacub/87591/
Securelist BlackOasis Oct 2017;Kaspersky Lab's Global Research & Analysis Team. (2017, October 16). BlackOasis APT and new targeted attacks leveraging zero-day exploit. Retrieved February 15, 2018.;https://securelist.com/blackoasis-apt-and-new-targeted-attacks-leveraging-zero-day-exploit/82732/
Securelist Sofacy Feb 2018;Kaspersky Lab's Global Research & Analysis Team. (2018, February 20). A Slice of 2017 Sofacy Activity. Retrieved November 27, 2018.;https://securelist.com/a-slice-of-2017-sofacy-activity/83930/
Secureworks IRON VIKING ;Secureworks. (2020, May 1). IRON VIKING Threat Profile. Retrieved June 10, 2020.;https://www.secureworks.com/research/threat-profiles/iron-viking
SecurityIntelligence TrickMo;P. Asinovsky. (2020, March 24). TrickBot Pushing a 2FA Bypass App to Bank Customers in Germany. Retrieved April 24, 2020.;https://securityintelligence.com/posts/trickbot-pushing-a-2fa-bypass-app-to-bank-customers-in-germany/
Sednit;This designation has been used in reporting both to refer to the threat group and its associated malware JHUHUGIT. (Citation: FireEye APT28 January 2017) (Citation: SecureWorks TG-4127) (Citation: Kaspersky Sofacy) (Citation: Ars Technica GRU indictment Jul 2018);
Shunix Code Injection Mar 2016;Shunix . (2016, March 22). Shared Library Injection in Android. Retrieved October 30, 2019.;https://shunix.com/shared-library-injection-in-android/
Skycure-Accessibility;Yair Amit. (2016, March 3). “Accessibility Clickjacking” – The Next Evolution in Android Malware that Impacts More Than 500 Million Devices. Retrieved December 21, 2016.;https://www.skycure.com/blog/accessibility-clickjacking/
Skycure-Profiles;Yair Amit. (2013, March 12). Malicious Profiles - The Sleeping Giant of iOS Security. Retrieved December 22, 2016.;https://www.skycure.com/blog/malicious-profiles-the-sleeping-giant-of-ios-security/
Sofacy;This designation has been used in reporting both to refer to the threat group and its associated malware. (Citation: FireEye APT28) (Citation: SecureWorks TG-4127) (Citation: Crowdstrike DNC June 2016) (Citation: ESET Sednit Part 3) (Citation: Ars Technica GRU indictment Jul 2018)(Citation: Talos Seduploader Oct 2017);
Sofacy DealersChoice;Falcone, R. (2018, March 15). Sofacy Uses DealersChoice to Target European Government Agency. Retrieved June 4, 2018.;https://researchcenter.paloaltonetworks.com/2018/03/unit42-sofacy-uses-dealerschoice-target-european-government-agency/
Sophos Anti-emulation;Chen Yu et al. . (2017, April 13). Android malware anti-emulation techniques. Retrieved October 2, 2019.;https://news.sophos.com/en-us/2017/04/13/android-malware-anti-emulation-techniques/
Sophos Red Alert 2.0;J. Chandraiah. (2018, July 23). Red Alert 2.0: Android Trojan targets security-seekers. Retrieved December 14, 2020.;https://news.sophos.com/en-us/2018/07/23/red-alert-2-0-android-trojan-targets-security-seekers/
StackOverflow-getRunningAppProcesses;Various. (n.d.). Android 5.1.1 and above - getRunningAppProcesses() returns my application package only. Retrieved January 19, 2017.;http://stackoverflow.com/questions/30619349/android-5-1-1-and-above-getrunningappprocesses-returns-my-application-packag
StackOverflow-iOSVersion;Stack Overflow. (n.d.). How can we programmatically detect which iOS version is device running on?. Retrieved December 21, 2016.;http://stackoverflow.com/questions/7848766/how-can-we-programmatically-detect-which-ios-version-is-device-running-on
Symantec APT28 Oct 2018;Symantec Security Response. (2018, October 04). APT28: New Espionage Operations Target Military and Government Organizations. Retrieved November 14, 2018.;https://www.symantec.com/blogs/election-security/apt28-espionage-military-government
Symantec GoldenCup;R. Iarchy, E. Rynkowski. (2018, July 5). GoldenCup: New Cyber Threat Targeting World Cup Fans. Retrieved October 29, 2020.;https://symantec-enterprise-blogs.security.com/blogs/expert-perspectives/goldencup-new-cyber-threat-targeting-world-cup-fans
Symantec-iOSProfile;Yair Amit. (2013, March 12). Malicious Profiles – The Sleeping Giant of iOS Security. Retrieved September 24, 2018.;https://www.symantec.com/connect/blogs/malicious-profiles-sleeping-giant-ios-security
Symantec-iOSProfile2;Brian Duckering. (2017, March 27). Apple iOS 10.3 Finally Battles Malicious Profiles. Retrieved September 24, 2018.;https://www.symantec.com/connect/blogs/apple-ios-103-finally-battles-malicious-profiles
Syracuse Clipboard Modification 2014;"Zhang, X; Du, W. (2014, January). Attacks on Android Clipboard. Retrieved July 26, 2019.";http://www.cis.syr.edu/~wedu/Research/paper/clipboard_attack_dimva2014.pdf
Talos GPlayed;V. Ventura. (2018, October 11).  GPlayed Trojan - .Net playing with Google Market . Retrieved November 24, 2020.;https://blog.talosintelligence.com/2018/10/gplayedtrojan.html
Talos Gustuff Apr 2019;Vitor Ventura. (2019, April 9).  Gustuff banking botnet targets Australia . Retrieved September 3, 2019.;https://blog.talosintelligence.com/2019/04/gustuff-targets-australia.html
Talos Seduploader Oct 2017;"Mercer, W., et al. (2017, October 22). ""Cyber Conflict"" Decoy Document Used in Real Cyber Conflict. Retrieved November 2, 2018.";https://blog.talosintelligence.com/2017/10/cyber-conflict-decoy-document.html
Talos-MDM;Warren Mercer, Paul Rascagneres, Andrew Williams. (2018, July 12). Advanced Mobile Malware Campaign in India uses Malicious MDM. Retrieved September 24, 2018.;https://blog.talosintelligence.com/2018/07/Mobile-Malware-Campaign-uses-Malicious-MDM.html
Talos-WolfRAT;W. Mercer, P. Rascagneres, V. Ventura. (2020, May 19).  The wolf is back... . Retrieved July 20, 2020.;https://blog.talosintelligence.com/2020/05/the-wolf-is-back.html
Tan;Vincent Tan. (2016, August). BAD FOR ENTERPRISE: ATTACKING BYOD ENTERPRISE MOBILE SECURITY SOLUTIONS. Retrieved February 4, 2017.;http://www.blackhat.com/us-16/briefings.html#bad-for-enterprise-attacking-byod-enterprise-mobile-security-solutions
TechCrunch-ATS;Kate Conger. (2016, June 14). Apple will require HTTPS connections for iOS apps by the end of 2016. Retrieved December 19, 2016.;https://techcrunch.com/2016/06/14/apple-will-require-https-connections-for-ios-apps-by-the-end-of-2016/
TechCrunch-SimSwap;John Biggs. (2017, August 23). I was hacked. Retrieved November 8, 2018.;https://techcrunch.com/2017/08/23/i-was-hacked/
TelephonyManager;Android. (n.d.). TelephonyManager. Retrieved December 21, 2016.;https://developer.android.com/reference/android/telephony/TelephonyManager.html
TheRegister-SS7;Iain Thomson. (2017, May 3). After years of warnings, mobile network hackers exploit SS7 flaws to drain bank accounts. Retrieved November 8, 2018.;https://www.theregister.co.uk/2017/05/03/hackers_fire_up_ss7_flaw/
TheSun-FaceID;Sean Keach. (2018, February 15). Brit mates BREAK Apple’s face unlock and vow to never buy iPhone again. Retrieved September 18, 2018.;https://www.thesun.co.uk/tech/5584082/iphone-x-face-unlock-tricked-broken/
Thomas-TrustZone;Josh Thomas and Charles Holmes. (2015, September). An infestation of dragons: Exploring vulnerabilities in the ARM TrustZone architecture. Retrieved December 9, 2016.;https://usmile.at/symposium/program/2015/thomas-holmes
Threat Fabric Cerberus;Threat Fabric. (2019, August). Cerberus - A new banking Trojan from the underworld. Retrieved June 26, 2020.;https://www.threatfabric.com/blogs/cerberus-a-new-banking-trojan-from-the-underworld.html
Threat Fabric Exobot;Threat Fabric. (2017, February). Exobot - Android banking Trojan on the rise. Retrieved October 29, 2020.;https://www.threatfabric.com/blogs/exobot_android_banking_trojan_on_the_rise.html
ThreatFabric Cerberus;ThreatFabric. (2019, August). Cerberus - A new banking Trojan from the underworld. Retrieved September 18, 2019.;https://www.threatfabric.com/blogs/cerberus-a-new-banking-trojan-from-the-underworld.html
ThreatFabric Ginp;ThreatFabric. (2019, November). Ginp - A malware patchwork borrowing from Anubis. Retrieved April 8, 2020.;https://www.threatfabric.com/blogs/ginp_a_malware_patchwork_borrowing_from_anubis.html
Trend Micro Anubis;K. Sun. (2019, January 17). Google Play Apps Drop Anubis, Use Motion-based Evasion. Retrieved January 20, 2021.;https://www.trendmicro.com/en_us/research/19/a/google-play-apps-drop-anubis-banking-malware-use-motion-based-evasion-tactics.html
